Time, BMPtemp, BMPpresh, BMPalt, IMUaccelX, IMUaccelY, IMUaccelZ, GyGloblX, GyGloblY, GyGloblZ, GyroDltX, GyroDltY, GyroDltZ, AcceloX, AcceloY, AcceloZ, ExpIMUAccelYStp, CycStp
Time: 6746, BMP Temp: 22.22, BMP Pressure: 881.39, BMP Altitude: 1160.68, IMU Accel X Y Z: 0.02,-10.04,-0.05, Global X Y Z: -0.08,-0.13,-0.03, Gyro Dlt X Y Z: 0.00,-0.01,-0.00, Accelo X Y Z: 0.96,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 10
Time: 7335, BMP Temp: 22.22, BMP Pressure: 881.43, BMP Altitude: 1160.30, IMU Accel X Y Z: 0.08,-10.02,-0.35, Global X Y Z: -0.09,-0.14,-0.04, Gyro Dlt X Y Z: -0.00,-0.01,-0.01, Accelo X Y Z: 0.48,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 11
Time: 7923, BMP Temp: 22.22, BMP Pressure: 881.43, BMP Altitude: 1160.27, IMU Accel X Y Z: -0.03,-10.08,-0.02, Global X Y Z: -0.09,-0.14,-0.03, Gyro Dlt X Y Z: -0.01,-0.00,0.01, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 2, Cycle couCycle count: 12
Time: 8511, BMP Temp: 22.22, BMP Pressure: 881.46, BMP Altitude: 1160.02, IMU Accel X Y Z: 0.05,-10.06,0.09, Global X Y Z: -0.09,-0.16,-0.03, Gyro Dlt X Y Z: -0.00,-0.02,0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 13
Time: 9100, BMP Temp: 22.22, BMP Pressure: 881.48, BMP Altitude: 1159.80, IMU Accel X Y Z: -0.01,-10.05,-0.02, Global X Y Z: -0.10,-0.16,-0.03, Gyro Dlt X Y Z: -0.00,0.00,0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 14
Time: 9689, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.57, IMU Accel X Y Z: 0.00,-10.03,-0.19, Global X Y Z: -0.11,-0.17,-0.03, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 15
Time: 10277, BMP Temp: 22.22, BMP Pressure: 881.52, BMP Altitude: 1159.41, IMU Accel X Y Z: -0.08,-10.06,-0.10, Global X Y Z: -0.11,-0.16,-0.02, Gyro Dlt X Y Z: -0.01,0.01,0.00, Accelo X Y Z: 0.96,13.45,-1.92, LinDlta Loop Y Accel: 1, Cycle couCycle count: 16
Time: 10865, BMP Temp: 22.22, BMP Pressure: 881.53, BMP Altitude: 1159.32, IMU Accel X Y Z: -0.13,-10.03,-0.17, Global X Y Z: -0.11,-0.17,-0.02, Gyro Dlt X Y Z: 0.00,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-1.92, LinDlta Loop Y Accel: 2, Cycle couCycle count: 17
Time: 11453, BMP Temp: 22.22, BMP Pressure: 881.54, BMP Altitude: 1159.26, IMU Accel X Y Z: 0.13,-10.00,-0.17, Global X Y Z: -0.11,-0.19,-0.02, Gyro Dlt X Y Z: -0.00,-0.02,0.00, Accelo X Y Z: 3.36,13.45,-1.44, LinDlta Loop Y Accel: 0, Cycle couCycle count: 18
Time: 12042, BMP Temp: 22.22, BMP Pressure: 881.54, BMP Altitude: 1159.27, IMU Accel X Y Z: 0.00,-10.02,0.07, Global X Y Z: -0.11,-0.20,-0.02, Gyro Dlt X Y Z: 0.00,-0.02,-0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 19
Time: 12630, BMP Temp: 22.22, BMP Pressure: 881.55, BMP Altitude: 1159.21, IMU Accel X Y Z: 0.06,-9.98,-0.11, Global X Y Z: -0.12,-0.20,-0.02, Gyro Dlt X Y Z: -0.00,0.00,0.01, Accelo X Y Z: 1.44,12.49,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 20
Time: 13218, BMP Temp: 22.22, BMP Pressure: 881.54, BMP Altitude: 1159.23, IMU Accel X Y Z: 0.01,-10.09,-0.11, Global X Y Z: -0.11,-0.22,-0.01, Gyro Dlt X Y Z: 0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 2, Cycle couCycle count: 21
Time: 13807, BMP Temp: 22.22, BMP Pressure: 881.52, BMP Altitude: 1159.45, IMU Accel X Y Z: 0.10,-10.07,0.02, Global X Y Z: -0.12,-0.21,-0.01, Gyro Dlt X Y Z: -0.00,0.00,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 22
Time: 14395, BMP Temp: 22.22, BMP Pressure: 881.53, BMP Altitude: 1159.36, IMU Accel X Y Z: 0.18,-10.03,0.02, Global X Y Z: -0.12,-0.22,-0.01, Gyro Dlt X Y Z: -0.00,-0.00,-0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 23
Time: 14983, BMP Temp: 22.22, BMP Pressure: 881.52, BMP Altitude: 1159.44, IMU Accel X Y Z: 0.03,-9.98,0.08, Global X Y Z: -0.12,-0.22,-0.01, Gyro Dlt X Y Z: 0.00,-0.00,0.00, Accelo X Y Z: 0.96,13.45,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 24
Time: 15567, BMP Temp: 22.22, BMP Pressure: 881.52, BMP Altitude: 1159.46, IMU Accel X Y Z: 0.01,-10.07,-0.18, Global X Y Z: -0.12,-0.23,-0.01, Gyro Dlt X Y Z: -0.00,-0.01,-0.00, Accelo X Y Z: 0.48,12.97,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 25
Time: 16160, BMP Temp: 22.22, BMP Pressure: 881.52, BMP Altitude: 1159.45, IMU Accel X Y Z: -0.05,-10.06,-0.11, Global X Y Z: -0.12,-0.24,-0.01, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 26
Time: 16754, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.56, IMU Accel X Y Z: -0.01,-10.01,-0.12, Global X Y Z: -0.13,-0.24,-0.00, Gyro Dlt X Y Z: -0.00,-0.01,0.01, Accelo X Y Z: 0.48,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 27
Time: 17347, BMP Temp: 22.22, BMP Pressure: 881.52, BMP Altitude: 1159.47, IMU Accel X Y Z: 0.22,-10.03,0.08, Global X Y Z: -0.13,-0.27,-0.00, Gyro Dlt X Y Z: -0.00,-0.02,0.00, Accelo X Y Z: 0.48,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 28
Time: 17935, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.57, IMU Accel X Y Z: 0.07,-10.07,-0.11, Global X Y Z: -0.13,-0.30,-0.00, Gyro Dlt X Y Z: -0.00,-0.03,-0.00, Accelo X Y Z: 1.44,12.49,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 29
Time: 18529, BMP Temp: 22.22, BMP Pressure: 881.52, BMP Altitude: 1159.50, IMU Accel X Y Z: 0.19,-10.07,0.07, Global X Y Z: -0.14,-0.30,0.00, Gyro Dlt X Y Z: -0.01,0.00,0.01, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 30
Time: 19112, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.58, IMU Accel X Y Z: 0.33,-9.96,0.21, Global X Y Z: -0.14,-0.29,0.00, Gyro Dlt X Y Z: -0.00,0.01,0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 31
Time: 19695, BMP Temp: 22.22, BMP Pressure: 881.52, BMP Altitude: 1159.49, IMU Accel X Y Z: 0.23,-9.99,0.12, Global X Y Z: -0.14,-0.32,-0.00, Gyro Dlt X Y Z: -0.00,-0.03,-0.01, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 32
Time: 20283, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.52, IMU Accel X Y Z: 0.10,-10.05,-0.19, Global X Y Z: -0.14,-0.33,-0.00, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 33
Time: 20872, BMP Temp: 22.22, BMP Pressure: 881.49, BMP Altitude: 1159.69, IMU Accel X Y Z: 0.02,-10.05,-0.06, Global X Y Z: -0.15,-0.32,0.01, Gyro Dlt X Y Z: -0.01,0.01,0.01, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 34
Time: 21460, BMP Temp: 22.22, BMP Pressure: 881.49, BMP Altitude: 1159.75, IMU Accel X Y Z: -0.06,-10.14,-0.02, Global X Y Z: -0.15,-0.33,0.01, Gyro Dlt X Y Z: 0.01,-0.02,0.01, Accelo X Y Z: 3.84,14.42,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 35
Time: 22048, BMP Temp: 22.22, BMP Pressure: 881.49, BMP Altitude: 1159.74, IMU Accel X Y Z: -0.07,-10.06,-0.20, Global X Y Z: -0.15,-0.37,0.01, Gyro Dlt X Y Z: -0.00,-0.04,0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 36
Time: 22636, BMP Temp: 22.22, BMP Pressure: 881.49, BMP Altitude: 1159.70, IMU Accel X Y Z: -0.23,-10.02,-0.28, Global X Y Z: -0.15,-0.35,0.02, Gyro Dlt X Y Z: -0.00,0.01,0.01, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 37
Time: 23225, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.55, IMU Accel X Y Z: -0.06,-10.00,-0.06, Global X Y Z: -0.15,-0.36,0.03, Gyro Dlt X Y Z: 0.00,-0.01,0.01, Accelo X Y Z: 0.48,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 38
Time: 23813, BMP Temp: 22.22, BMP Pressure: 881.50, BMP Altitude: 1159.61, IMU Accel X Y Z: 0.18,-10.09,0.00, Global X Y Z: -0.15,-0.36,0.03, Gyro Dlt X Y Z: -0.00,-0.00,0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 1, Cycle couCycle count: 39
Time: 24401, BMP Temp: 22.22, BMP Pressure: 881.50, BMP Altitude: 1159.63, IMU Accel X Y Z: 0.08,-10.06,0.04, Global X Y Z: -0.16,-0.36,0.03, Gyro Dlt X Y Z: -0.00,0.00,-0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 40
Time: 24990, BMP Temp: 22.22, BMP Pressure: 881.50, BMP Altitude: 1159.61, IMU Accel X Y Z: 0.23,-10.00,0.03, Global X Y Z: -0.16,-0.38,0.03, Gyro Dlt X Y Z: -0.00,-0.02,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 41
Time: 25578, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.57, IMU Accel X Y Z: 0.22,-10.04,-0.04, Global X Y Z: -0.16,-0.41,0.03, Gyro Dlt X Y Z: -0.00,-0.03,0.00, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 42
Time: 26166, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.54, IMU Accel X Y Z: 0.18,-10.08,0.01, Global X Y Z: -0.17,-0.42,0.03, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 2.40,12.01,-1.44, LinDlta Loop Y Accel: 0, Cycle couCycle count: 43
Time: 26755, BMP Temp: 22.22, BMP Pressure: 881.50, BMP Altitude: 1159.60, IMU Accel X Y Z: -0.03,-10.05,-0.03, Global X Y Z: -0.18,-0.42,0.03, Gyro Dlt X Y Z: -0.01,0.00,0.00, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 44
Time: 27344, BMP Temp: 22.22, BMP Pressure: 881.49, BMP Altitude: 1159.71, IMU Accel X Y Z: -0.04,-10.07,-0.12, Global X Y Z: -0.18,-0.44,0.03, Gyro Dlt X Y Z: -0.00,-0.02,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 45
Time: 27932, BMP Temp: 22.22, BMP Pressure: 881.47, BMP Altitude: 1159.89, IMU Accel X Y Z: -0.05,-10.06,-0.15, Global X Y Z: -0.18,-0.44,0.03, Gyro Dlt X Y Z: -0.00,0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 46
Time: 28520, BMP Temp: 22.22, BMP Pressure: 881.47, BMP Altitude: 1159.89, IMU Accel X Y Z: -0.00,-10.02,0.00, Global X Y Z: -0.19,-0.44,0.03, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 47
Time: 29109, BMP Temp: 22.22, BMP Pressure: 881.48, BMP Altitude: 1159.84, IMU Accel X Y Z: 0.34,-10.03,0.09, Global X Y Z: -0.19,-0.47,0.03, Gyro Dlt X Y Z: -0.00,-0.02,-0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 48
Time: 29697, BMP Temp: 22.22, BMP Pressure: 881.49, BMP Altitude: 1159.70, IMU Accel X Y Z: 0.11,-10.07,0.03, Global X Y Z: -0.19,-0.49,0.04, Gyro Dlt X Y Z: 0.00,-0.02,0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 49
Time: 30280, BMP Temp: 22.22, BMP Pressure: 881.50, BMP Altitude: 1159.62, IMU Accel X Y Z: 0.13,-10.02,-0.05, Global X Y Z: -0.19,-0.49,0.05, Gyro Dlt X Y Z: 0.00,-0.00,0.01, Accelo X Y Z: 1.44,12.49,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 50
Time: 30868, BMP Temp: 22.22, BMP Pressure: 881.48, BMP Altitude: 1159.83, IMU Accel X Y Z: 0.06,-10.01,0.02, Global X Y Z: -0.19,-0.50,0.05, Gyro Dlt X Y Z: 0.00,-0.01,-0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 51
Time: 31456, BMP Temp: 22.22, BMP Pressure: 881.48, BMP Altitude: 1159.84, IMU Accel X Y Z: 0.37,-9.99,-0.05, Global X Y Z: -0.19,-0.51,0.05, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 52
Time: 32045, BMP Temp: 22.22, BMP Pressure: 881.48, BMP Altitude: 1159.86, IMU Accel X Y Z: 0.13,-10.03,0.24, Global X Y Z: -0.20,-0.49,0.05, Gyro Dlt X Y Z: -0.01,0.01,0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 1, Cycle couCycle count: 53
Time: 32628, BMP Temp: 22.22, BMP Pressure: 881.48, BMP Altitude: 1159.86, IMU Accel X Y Z: 0.22,-9.97,0.09, Global X Y Z: -0.20,-0.51,0.05, Gyro Dlt X Y Z: 0.00,-0.01,0.00, Accelo X Y Z: 0.96,13.94,-2.40, LinDlta Loop Y Accel: 2, Cycle couCycle count: 54
Time: 33211, BMP Temp: 22.22, BMP Pressure: 881.47, BMP Altitude: 1159.88, IMU Accel X Y Z: 0.10,-10.07,-0.17, Global X Y Z: -0.21,-0.54,0.06, Gyro Dlt X Y Z: -0.01,-0.03,0.00, Accelo X Y Z: 0.48,13.45,-2.88, LinDlta Loop Y Accel: 3, Cycle couCycle count: 55
Time: 33800, BMP Temp: 22.22, BMP Pressure: 881.47, BMP Altitude: 1159.96, IMU Accel X Y Z: -0.00,-10.01,-0.09, Global X Y Z: -0.21,-0.54,0.06, Gyro Dlt X Y Z: -0.00,-0.00,0.01, Accelo X Y Z: 0.96,12.97,-3.36, LinDlta Loop Y Accel: 0, Cycle couCycle count: 56
Time: 34388, BMP Temp: 22.22, BMP Pressure: 881.46, BMP Altitude: 1160.04, IMU Accel X Y Z: -0.02,-10.04,0.10, Global X Y Z: -0.21,-0.56,0.06, Gyro Dlt X Y Z: 0.00,-0.03,0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 57
Time: 34976, BMP Temp: 22.22, BMP Pressure: 881.46, BMP Altitude: 1159.99, IMU Accel X Y Z: 0.15,-10.01,0.11, Global X Y Z: -0.21,-0.59,0.06, Gyro Dlt X Y Z: 0.00,-0.03,0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 58
Time: 35560, BMP Temp: 22.22, BMP Pressure: 881.47, BMP Altitude: 1159.89, IMU Accel X Y Z: 0.33,-9.96,0.14, Global X Y Z: -0.22,-0.61,0.07, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 59
Time: 36143, BMP Temp: 22.22, BMP Pressure: 881.46, BMP Altitude: 1159.98, IMU Accel X Y Z: -0.06,-9.96,-0.13, Global X Y Z: -0.22,-0.64,0.07, Gyro Dlt X Y Z: -0.00,-0.03,0.00, Accelo X Y Z: 1.44,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 60
Time: 36731, BMP Temp: 22.22, BMP Pressure: 881.46, BMP Altitude: 1160.00, IMU Accel X Y Z: 0.15,-10.07,-0.08, Global X Y Z: -0.23,-0.60,0.07, Gyro Dlt X Y Z: -0.01,0.03,0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 61
Time: 37320, BMP Temp: 22.22, BMP Pressure: 881.46, BMP Altitude: 1160.05, IMU Accel X Y Z: 0.23,-10.04,0.14, Global X Y Z: -0.23,-0.58,0.08, Gyro Dlt X Y Z: -0.01,0.02,0.01, Accelo X Y Z: 1.44,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 62
Time: 37903, BMP Temp: 22.22, BMP Pressure: 881.43, BMP Altitude: 1160.25, IMU Accel X Y Z: -0.09,-10.02,0.06, Global X Y Z: -0.23,-0.61,0.08, Gyro Dlt X Y Z: 0.00,-0.02,0.01, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 63
Time: 38491, BMP Temp: 22.22, BMP Pressure: 881.45, BMP Altitude: 1160.11, IMU Accel X Y Z: 0.25,-10.01,-0.07, Global X Y Z: -0.24,-0.59,0.08, Gyro Dlt X Y Z: -0.01,0.01,0.00, Accelo X Y Z: 1.44,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 64
Time: 39079, BMP Temp: 22.22, BMP Pressure: 881.46, BMP Altitude: 1159.98, IMU Accel X Y Z: 0.13,-10.05,0.06, Global X Y Z: -0.24,-0.59,0.09, Gyro Dlt X Y Z: -0.00,0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 65
Time: 39663, BMP Temp: 22.22, BMP Pressure: 881.47, BMP Altitude: 1159.89, IMU Accel X Y Z: 0.34,-9.97,0.04, Global X Y Z: -0.25,-0.60,0.08, Gyro Dlt X Y Z: -0.01,-0.01,-0.00, Accelo X Y Z: 1.92,12.49,-2.40, LinDlta Loop Y Accel: 2, Cycle couCycle count: 66
Time: 40251, BMP Temp: 22.22, BMP Pressure: 881.48, BMP Altitude: 1159.78, IMU Accel X Y Z: -0.04,-10.01,0.13, Global X Y Z: -0.25,-0.60,0.08, Gyro Dlt X Y Z: -0.01,-0.00,-0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 67
Time: 40839, BMP Temp: 22.22, BMP Pressure: 881.48, BMP Altitude: 1159.84, IMU Accel X Y Z: -0.26,-10.05,-0.07, Global X Y Z: -0.26,-0.60,0.08, Gyro Dlt X Y Z: -0.00,0.00,-0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 68
Time: 41427, BMP Temp: 22.22, BMP Pressure: 881.49, BMP Altitude: 1159.78, IMU Accel X Y Z: 0.03,-10.06,-0.03, Global X Y Z: -0.28,-0.60,0.08, Gyro Dlt X Y Z: -0.02,-0.00,-0.00, Accelo X Y Z: 4.81,13.94,-0.96, LinDlta Loop Y Accel: 0, Cycle couCycle count: 69
Time: 42016, BMP Temp: 22.22, BMP Pressure: 881.49, BMP Altitude: 1159.74, IMU Accel X Y Z: 0.15,-10.02,-0.13, Global X Y Z: -0.28,-0.59,0.07, Gyro Dlt X Y Z: -0.01,0.01,-0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 70
Time: 42604, BMP Temp: 22.22, BMP Pressure: 881.50, BMP Altitude: 1159.61, IMU Accel X Y Z: 0.09,-10.04,-0.06, Global X Y Z: -0.28,-0.59,0.07, Gyro Dlt X Y Z: 0.00,0.00,-0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 71
Time: 43192, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.53, IMU Accel X Y Z: 0.15,-10.07,-0.18, Global X Y Z: -0.28,-0.60,0.08, Gyro Dlt X Y Z: 0.00,-0.02,0.01, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 72
Time: 43781, BMP Temp: 22.22, BMP Pressure: 881.50, BMP Altitude: 1159.61, IMU Accel X Y Z: 0.10,-10.06,-0.03, Global X Y Z: -0.28,-0.61,0.08, Gyro Dlt X Y Z: -0.01,-0.01,-0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 73
Time: 44369, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.52, IMU Accel X Y Z: 0.12,-10.09,0.02, Global X Y Z: -0.28,-0.64,0.08, Gyro Dlt X Y Z: 0.00,-0.03,0.01, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 1, Cycle couCycle count: 74
Time: 44952, BMP Temp: 22.22, BMP Pressure: 881.51, BMP Altitude: 1159.57, IMU Accel X Y Z: 0.21,-10.04,-0.12, Global X Y Z: -0.29,-0.65,0.09, Gyro Dlt X Y Z: -0.00,-0.01,0.01, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 2, Cycle couCycle count: 75
Time: 45541, BMP Temp: 22.22, BMP Pressure: 881.52, BMP Altitude: 1159.47, IMU Accel X Y Z: 0.01,-10.06,0.26, Global X Y Z: -0.29,-0.65,0.08, Gyro Dlt X Y Z: -0.00,0.00,-0.01, Accelo X Y Z: 1.44,12.49,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 76
